sentence_id|generated_sentence|language
LJ006-0036|They visited the wards after locking-up time, and saw with their own eyes what went on.|English
LJ006-0038|a subject of magnitude and importance sufficient to exclude other jails, they soon narrowed their inquiry still further,|English
LJ006-0039|and limited it to Newgate alone. Newgate indeed became the sole theme of their first report.|English
LJ006-0040|The fact was that the years as they passed, nearly twenty in all, had worked but little permanent improvement in this detestable prison.|English
LJ006-0041|Changes introduced under pressure had been only skin deep.|English
LJ006-0042|Relapse was rapid and inevitable, so that the latter state of the prison was worse than the first.|English
LJ006-0043|The disgraceful overcrowding had been partially ended, but the same evils of indiscriminate association were still present; there was the old neglect of decency,|English
LJ006-0044|the same callous indifference to the moral well-being of the prisoners, the same want of employment and of all disciplinary control.|English
LJ006-0045|All these evils were set forth at length in the inspectors' first report.|English
LJ006-0046|There was no longer the faintest possible excuse for overcrowding. The numbers now committed to Newgate had sensibly diminished.|English
LJ006-0047|The prison had become more or less a place of detention only, harboring mainly those awaiting trial.|English
LJ006-0048|To these were still added an average of about fifty expecting the last penalty of the law; a certain number of transports awaiting removal to the colonies;|English
LJ006-0049|an occasional prisoner or two committed by the Houses of Parliament, the Courts of King's Bench, Common Pleas,|English
LJ006-0050|the Exchequer, the Commissioners of bankruptcy and of taxes; smugglers, and a larger number sentenced for very short terms,|English
LJ006-0051|and for offenses of the most varying description, by the Central Criminal Court.|English
LJ006-0052|The sum total thus produced was inconsiderable compared with the hundreds that had formerly filled the jail,|English
LJ006-0053|and the whole by proper management might have been so accommodated as to prevent overcrowding.|English
LJ006-0054|But incredible as it may appear, the authorities of Newgate declined to avail themselves of the advantages offered them,|English
LJ006-0055|and when the population fell they shut up one half the jail and crowded up the other.|English
LJ006-0056|Some rooms remained quite empty and unoccupied, while others were full to overflowing.|English
LJ006-0057|Not only were the wards thus needlessly crammed, and for no reason but the niggardliness of the corporation which refused a proper supply of bedding|English
LJ006-0058|but the occupants of each were huddled together indiscriminately. The inspectors found in the same wards in the chapel yard the convicted and the untried,|English
LJ006-0059|the felon and the misdemeanant, the sane and the insane, the old and young offender.|English
LJ006-0060|The classification prescribed by the Jail Act, which laid down that certain prisoners should not intermix, was openly neglected,|English
LJ006-0061|"and ""the greatest contempt shown for the law."""|English
LJ006-0062|In another part there were men charged with and convicted of unnatural offenses shut up with lads of tender years;|English
LJ006-0063|minor offenders charged with small thefts or non-payment of small sums were cheek by jowl with convicts sentenced to long terms of transportation.|English
LJ006-0064|In the master's side yard, which had only one washing place, as many as seventy-eight prisoners, frequently more,|English
LJ006-0065|"were associated together, ""of every variety of age, habit, and delinquency, without employment, oversight, or control."""|English
LJ006-0066|In the middle yard it was still worse.|English
LJ006-0067|"Here, say the inspectors, ""are herded together the very worst class of prisoners; certainly a more wretched combination of human beings can hardly be imagined."|English
LJ006-0068|We have reason to fear that poverty, ragged clothes, and an inability to pay the ward dues, elsewhere exacted for better accommodation,|English
LJ006-0069|consign many of the more petty and unpracticed offenders to this place,|English
